text,aspect,cleaned_text,cleaned_aspect,label
"I love Airtable, but I really wish the iPad app had feature parity with the web version, specifically with grouped views.",iPad,I love Airtable but I really wish the iPad app had feature parity with the web version specifically with grouped views,iPad,0
"Functional, easy to use and collaborate with others, good for work and home.",collaborate,Functional easy to use and collaborate with others good for work and home,collaborate,2
would you mind sending us a screen recording when you tried to copy the contents and you can not copy it?,recording,would you mind sending us a screen recording when you tried to copy the contents and you can not copy it,recording,1
"timely delivery, very good customer care","Timely delivery,",timely delivery very good customer care,Timely delivery,2
the name was class notes i think,notes,the name was class notes i think,notes,1
excellent productivity app!,app!,excellent productivity app,app,2
it is very inconvinient to work with web-links or email addresses stored in notion such as to copy from there to paste somewhere else.,Notion,it is very inconvinient to work with weblinks or email addresses stored in notion such as to copy from there to paste somewhere else,Notion,0
"no its per scene, as the music plays in the first scene, and for scenes 2 and 3, the video plays, as the background music volume is set it 0 now",volume,no its per scene as the music plays in the first scene and for scenes 2 and 3 the video plays as the background music volume is set it 0 now,volume,0
i heard about this app on a podcast.,app,i heard about this app on a podcast,app,2
so I would like the back ground music for scene three also but there is no music for that scene,music,so I would like the back ground music for scene three also but there is no music for that scene,music,1
you can literally create an entire workflow and productivity powerhouse within this one app and delete all the rest.,workflow,you can literally create an entire workflow and productivity powerhouse within this one app and delete all the rest,workflow,2
